School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Hong Wen School,2016,2A,95,29,29,,0.30526315789473685
Horizon Primary School,2016,2A,62,1,1,,0.016129032258064516
Hougang Primary School,2016,2A,91,12,12,,0.13186813186813187
Huamin Primary School,2016,2A,71,13,13,,0.18309859154929578
Innova Primary School,2016,2A,100,2,2,,0.02
Jiemin Primary School,2016,2A,86,19,19,,0.22093023255813954
Jing Shan Primary School,2016,2A,62,13,13,,0.20967741935483872
Junyuan Primary School,2016,2A,92,15,15,,0.16304347826086957
Jurong Primary School,2016,2A,109,35,35,,0.3211009174311927
Jurong West Primary School,2016,2A,112,14,14,,0.125
Juying Primary School,2016,2A,83,2,2,,0.024096385542168676
Keming Primary School,2016,2A,105,33,33,,0.3142857142857143
Kheng Cheng School,2016,2A,112,16,16,,0.14285714285714285
Kong Hwa School,2016,2A,128,65,65,,0.5078125
Kranji Primary School,2016,2A,79,5,5,,0.06329113924050633
Kuo Chuan Presbyterian Primary School,2016,2A,119,36,36,,0.3025210084033613
Lakeside Primary School,2016,2A,116,21,21,,0.1810344827586207
Lianhua Primary School,2016,2A,71,8,8,,0.11267605633802817
Maha Bodhi School,2016,2A,158,68,68,,0.43037974683544306
Maris Stella High School,2016,2A,156,80,80,,0.5128205128205128
Marsiling Primary School,2016,2A,102,7,7,,0.06862745098039216
Marymount Convent School,2016,2A,113,19,19,,0.168141592920354
Mayflower Primary School,2016,2A,90,12,12,,0.13333333333333333
Mee Toh School,2016,2A,138,24,24,,0.17391304347826086
Meridian Primary School,2016,2A,34,6,6,,0.17647058823529413
Methodist Girls' School (Primary),2016,2A,108,61,61,,0.5648148148148148
Montfort Junior School,2016,2A,66,8,8,,0.12121212121212122
Nan Chiau Primary School,2016,2A,137,37,37,,0.27007299270072993
Nan Hua Primary School,2016,2A,92,82,82,,0.8913043478260869
Nanyang Primary School,2016,2A,154,154,154,,1.0
Naval Base Primary School,2016,2A,106,11,11,,0.10377358490566038
New Town Primary School,2016,2A,132,11,11,,0.08333333333333333
Ngee Ann Primary School,2016,2A,101,34,34,,0.33663366336633666
North Spring Primary School,2016,2A,145,8,8,,0.05517241379310345
North View Primary School,2016,2A,70,7,7,,0.1
North Vista Primary School,2016,2A,130,6,6,,0.046153846153846156
Northland Primary School,2016,2A,90,49,49,,0.5444444444444444
Northoaks Primary School,2016,2A,74,0,0,,0.0
Oasis Primary School,2016,2A,177,0,0,,0.0
Opera Estate Primary School,2016,2A,84,13,13,,0.15476190476190477
Palm View Primary School,2016,2A,118,-2,-2,,-0.01694915254237288
Park View Primary School,2016,2A,59,3,3,,0.05084745762711865
Pasir Ris Primary School,2016,2A,66,14,14,,0.21212121212121213
Paya Lebar Methodist Girls' School (Primary),2016,2A,169,51,51,,0.30177514792899407
Pei Chun Public School,2016,2A,192,118,118,,0.6145833333333334
Pei Hwa Presbyterian Primary School,2016,2A,100,75,75,,0.75
Pei Tong Primary School,2016,2A,90,21,21,,0.23333333333333334
Peiying Primary School,2016,2A,85,14,14,,0.16470588235294117
Pioneer Primary School,2016,2A,110,6,6,,0.05454545454545454
Poi Ching School,2016,2A,121,26,26,,0.21487603305785125
Princess Elizabeth Primary School,2016,2A,85,37,37,,0.43529411764705883
Punggol Cove Primary School,2016,2A,193,0,0,,0.0
Punggol Green Primary School,2016,2A,117,2,2,,0.017094017094017096
Punggol Primary School,2016,2A,106,11,11,,0.10377358490566038
Punggol View Primary School,2016,2A,102,1,1,,0.00980392156862745
Qifa Primary School,2016,2A,79,23,23,,0.2911392405063291
Qihua Primary School,2016,2A,106,16,16,,0.1509433962264151
Queenstown Primary School,2016,2A,132,19,19,,0.14393939393939395
Radin Mas Primary School,2016,2A,123,68,68,,0.5528455284552846
Raffles Girls' Primary School,2016,2A,156,72,72,,0.46153846153846156
Red Swastika School,2016,2A,113,68,68,,0.6017699115044248
River Valley Primary School,2016,2A,105,37,37,,0.3523809523809524
Riverside Primary School,2016,2A,88,0,0,,0.0
Rivervale Primary School,2016,2A,115,10,10,,0.08695652173913043
Rosyth School,2016,2A,146,94,94,,0.6438356164383562
Rulang Primary School,2016,2A,113,98,98,,0.8672566371681416
Sembawang Primary School,2016,2A,82,3,3,,0.036585365853658534
Seng Kang Primary School,2016,2A,118,10,10,,0.0847457627118644
Sengkang Green Primary School,2016,2A,115,1,1,,0.008695652173913044
Shuqun Primary School,2016,2A,110,25,25,,0.22727272727272727
Si Ling Primary School,2016,2A,87,7,7,,0.08045977011494253
Singapore Chinese Girls' Primary School,2016,2A,105,72,72,,0.6857142857142857
South View Primary School,2016,2A,126,81,81,,0.6428571428571429
Springdale Primary School,2016,2A,123,0,0,,0.0
St. Andrew's Junior School,2016,2A,131,57,57,,0.4351145038167939
St. Anthony's Canossian Primary School,2016,2A,125,7,7,,0.056
St. Anthony's Primary School,2016,2A,99,23,23,,0.23232323232323232
St. Gabriel's Primary School,2016,2A,83,17,17,,0.20481927710843373
St. Hilda's Primary School,2016,2A,111,50,50,,0.45045045045045046
St. Joseph's Institution Junior,2016,2A,143,67,67,,0.46853146853146854
St. Margaret's Primary School,2016,2A,123,29,29,,0.23577235772357724
St. Stephen's School,2016,2A,126,22,22,,0.1746031746031746
Stamford Primary School,2016,2A,80,7,7,,0.0875
Tampines North Primary School,2016,2A,82,7,7,,0.08536585365853659
Tampines Primary School,2016,2A,55,25,25,,0.45454545454545453
Tanjong Katong Primary School,2016,2A,108,28,28,,0.25925925925925924
Tao Nan School,2016,2A,174,124,124,,0.7126436781609196
Teck Ghee Primary School,2016,2A,81,20,20,,0.24691358024691357
Teck Whye Primary School,2016,2A,104,8,8,,0.07692307692307693
Telok Kurau Primary School,2016,2A,79,19,19,,0.24050632911392406
Temasek Primary School,2016,2A,111,62,62,,0.5585585585585585
Townsville Primary School,2016,2A,105,10,10,,0.09523809523809523
Unity Primary School,2016,2A,81,5,5,,0.06172839506172839
Waterway Primary School,2016,2A,191,1,1,,0.005235602094240838
Wellington Primary School,2016,2A,100,11,11,,0.11
West Grove Primary School,2016,2A,113,20,20,,0.17699115044247787
West Spring Primary School,2016,2A,134,0,0,,0.0
West View Primary School,2016,2A,81,5,5,,0.06172839506172839
Westwood Primary School,2016,2A,122,1,1,,0.00819672131147541
White Sands Primary School,2016,2A,65,8,8,,0.12307692307692308
Woodgrove Primary School,2016,2A,88,6,6,,0.06818181818181818
Woodlands Primary School,2016,2A,81,26,26,,0.32098765432098764
Woodlands Ring Primary School,2016,2A,84,13,13,,0.15476190476190477
Xinghua Primary School,2016,2A,73,10,10,,0.136986301369863
Xingnan Primary School,2016,2A,83,25,25,,0.30120481927710846
Xinmin Primary School,2016,2A,93,31,31,,0.3333333333333333
Xishan Primary School,2016,2A,89,12,12,,0.1348314606741573
Yangzheng Primary School,2016,2A,88,31,31,,0.3522727272727273
Yew Tee Primary School,2016,2A,83,10,10,,0.12048192771084337
Yio Chu Kang Primary School,2016,2A,90,4,4,,0.044444444444444446
Yishun Primary School,2016,2A,96,24,24,,0.25
Yu Neng Primary School,2016,2A,78,56,56,,0.717948717948718
Yuhua Primary School,2016,2A,89,12,12,,0.1348314606741573
Yumin Primary School,2016,2A,61,8,8,,0.13114754098360656
Zhangde Primary School,2016,2A,125,17,17,,0.136
Zhenghua Primary School,2016,2A,86,15,15,,0.1744186046511628
Zhonghua Primary School,2016,2A,67,8,8,,0.11940298507462686
Admiralty Primary School,2017,2A,97,24,24,,0.24742268041237114
Ahmad Ibrahim Primary School,2017,2A,94,5,5,,0.05319148936170213
Ai Tong School,2017,2A,152,134,134,,0.881578947368421
Alexandra Primary School,2017,2A,88,0,0,,0.0
Anchor Green Primary School,2017,2A,107,6,6,,0.056074766355140186
Anderson Primary School,2017,2A,85,61,61,,0.7176470588235294
Ang Mo Kio Primary School,2017,2A,122,9,9,,0.07377049180327869
Anglo-Chinese School (Junior),2017,2A,158,97,97,,0.6139240506329114
Anglo-Chinese School (Primary),2017,2A,138,99,99,,0.717391304347826
Angsana Primary School,2017,2A,84,3,3,,0.03571428571428571
Beacon Primary School,2017,2A,92,7,7,,0.07608695652173914
Bedok Green Primary School,2017,2A,54,12,12,,0.2222222222222222
Bendemeer Primary School,2017,2A,103,13,13,,0.1262135922330097
Blangah Rise Primary School,2017,2A,70,4,4,,0.05714285714285714
Boon Lay Garden Primary School,2017,2A,67,11,11,,0.16417910447761194
Bukit Panjang Primary School,2017,2A,99,52,52,,0.5252525252525253
Bukit Timah Primary School,2017,2A,88,6,6,,0.06818181818181818
Bukit View Primary School,2017,2A,76,8,8,,0.10526315789473684
Canberra Primary School,2017,2A,76,23,23,,0.3026315789473684
Canossa Catholic Primary School,2017,2A,74,6,6,,0.08108108108108109
Cantonment Primary School,2017,2A,102,2,2,,0.0196078431372549
Casuarina Primary School,2017,2A,45,9,9,,0.2
Catholic High School (Primary),2017,2A,133,125,125,,0.9398496240601504
Cedar Primary School,2017,2A,46,8,8,,0.17391304347826086
Changkat Primary School,2017,2A,90,9,9,,0.1
CHIJ (Katong) Primary,2017,2A,123,40,40,,0.3252032520325203
CHIJ (Kellock),2017,2A,109,19,19,,0.1743119266055046
CHIJ Our Lady of Good Counsel,2017,2A,86,18,18,,0.20930232558139536
CHIJ Our Lady of the Nativity,2017,2A,139,34,34,,0.2446043165467626
CHIJ Our Lady Queen of Peace,2017,2A,106,9,9,,0.08490566037735849
CHIJ Primary (Toa Payoh),2017,2A,112,75,75,,0.6696428571428571
CHIJ St. Nicholas Girls' School,2017,2A,102,101,101,,0.9901960784313726
Chongfu School,2017,2A,130,66,66,,0.5076923076923077
Chongzheng Primary School,2017,2A,76,33,33,,0.4342105263157895
Chua Chu Kang Primary School,2017,2A,80,19,19,,0.2375
Clementi Primary School,2017,2A,115,23,23,,0.2
Compassvale Primary School,2017,2A,106,10,10,,0.09433962264150944
Concord Primary School,2017,2A,61,14,14,,0.22950819672131148
Corporation Primary School,2017,2A,98,7,7,,0.07142857142857142
Damai Primary School,2017,2A,40,11,11,,0.275
Dazhong Primary School,2017,2A,49,12,12,,0.24489795918367346
De La Salle School,2017,2A,147,24,24,,0.16326530612244897
East Spring Primary School,2017,2A,77,8,8,,0.1038961038961039
Edgefield Primary School,2017,2A,141,12,12,,0.0851063829787234
Elias Park Primary School,2017,2A,78,4,4,,0.05128205128205128
Endeavour Primary School,2017,2A,82,5,5,,0.06097560975609756
Eunos Primary School,2017,2A,78,9,9,,0.11538461538461539
Evergreen Primary School,2017,2A,84,12,12,,0.14285714285714285
Fairfield Methodist School (Primary),2017,2A,107,89,89,,0.8317757009345794
Farrer Park Primary School,2017,2A,83,2,2,,0.024096385542168676
Fengshan Primary School,2017,2A,98,16,16,,0.16326530612244897
Fern Green Primary School,2017,2A,200,0,0,,0.0
Fernvale Primary School,2017,2A,103,5,5,,0.04854368932038835
First Toa Payoh Primary School,2017,2A,95,3,3,,0.031578947368421054
Frontier Primary School,2017,2A,67,1,1,,0.014925373134328358
Fuchun Primary School,2017,2A,58,16,16,,0.27586206896551724
Fuhua Primary School,2017,2A,72,27,27,,0.375
Gan Eng Seng Primary School,2017,2A,73,6,6,,0.0821917808219178
Geylang Methodist School (Primary),2017,2A,151,31,31,,0.2052980132450331
Gongshang Primary School,2017,2A,68,50,50,,0.7352941176470589
Greendale Primary School,2017,2A,116,6,6,,0.05172413793103448
Greenridge Primary School,2017,2A,113,7,7,,0.061946902654867256
Greenwood Primary School,2017,2A,95,10,10,,0.10526315789473684
Guangyang Primary School,2017,2A,58,1,1,,0.017241379310344827
Haig Girls' School,2017,2A,95,17,17,,0.17894736842105263
Henry Park Primary School,2017,2A,131,104,104,,0.7938931297709924
Holy Innocents' Primary School,2017,2A,126,71,71,,0.5634920634920635
Hong Wen School,2017,2A,84,31,31,,0.36904761904761907
Horizon Primary School,2017,2A,99,2,2,,0.020202020202020204
Hougang Primary School,2017,2A,80,11,11,,0.1375
Huamin Primary School,2017,2A,69,15,15,,0.21739130434782608
Innova Primary School,2017,2A,79,5,5,,0.06329113924050633
Jiemin Primary School,2017,2A,70,24,24,,0.34285714285714286
Jing Shan Primary School,2017,2A,46,22,22,,0.4782608695652174
Junyuan Primary School,2017,2A,41,21,21,,0.5121951219512195
Jurong Primary School,2017,2A,88,40,40,,0.45454545454545453
Jurong West Primary School,2017,2A,59,20,20,,0.3389830508474576
Juying Primary School,2017,2A,89,4,4,,0.0449438202247191
Keming Primary School,2017,2A,88,23,23,,0.26136363636363635
Kheng Cheng School,2017,2A,130,21,21,,0.16153846153846155
Kong Hwa School,2017,2A,117,66,66,,0.5641025641025641
Kranji Primary School,2017,2A,77,3,3,,0.03896103896103896
Kuo Chuan Presbyterian Primary School,2017,2A,116,36,36,,0.3103448275862069
Lakeside Primary School,2017,2A,83,14,14,,0.1686746987951807
Lianhua Primary School,2017,2A,109,9,9,,0.08256880733944955
Maha Bodhi School,2017,2A,157,95,95,,0.6050955414012739
Maris Stella High School,2017,2A,159,80,80,,0.5031446540880503
Marsiling Primary School,2017,2A,92,11,11,,0.11956521739130435
Marymount Convent School,2017,2A,122,9,9,,0.07377049180327869
Mayflower Primary School,2017,2A,91,9,9,,0.0989010989010989
Mee Toh School,2017,2A,148,26,26,,0.17567567567567569
Meridian Primary School,2017,2A,102,4,4,,0.0392156862745098
Methodist Girls' School (Primary),2017,2A,118,96,96,,0.8135593220338984
Montfort Junior School,2017,2A,91,6,6,,0.06593406593406594
Nan Chiau Primary School,2017,2A,135,36,36,,0.26666666666666666
Nan Hua Primary School,2017,2A,83,83,83,,1.0
Nanyang Primary School,2017,2A,147,147,147,,1.0
Naval Base Primary School,2017,2A,115,7,7,,0.06086956521739131
New Town Primary School,2017,2A,118,6,6,,0.05084745762711865
Ngee Ann Primary School,2017,2A,100,35,35,,0.35
North Spring Primary School,2017,2A,100,3,3,,0.03
North View Primary School,2017,2A,72,4,4,,0.05555555555555555
North Vista Primary School,2017,2A,136,8,8,,0.058823529411764705
Northland Primary School,2017,2A,85,50,50,,0.5882352941176471
Northoaks Primary School,2017,2A,102,0,0,,0.0
Oasis Primary School,2017,2A,167,104,104,,0.6227544910179641
Opera Estate Primary School,2017,2A,61,1,1,,0.01639344262295082
Palm View Primary School,2017,2A,94,1,1,,0.010638297872340425
Park View Primary School,2017,2A,106,3,3,,0.02830188679245283
Pasir Ris Primary School,2017,2A,77,20,20,,0.2597402597402597
Paya Lebar Methodist Girls' School (Primary),2017,2A,167,57,57,,0.3413173652694611
Pei Chun Public School,2017,2A,136,100,100,,0.7352941176470589
Pei Hwa Presbyterian Primary School,2017,2A,109,71,71,,0.6513761467889908
Pei Tong Primary School,2017,2A,134,18,18,,0.13432835820895522
Peiying Primary School,2017,2A,87,16,16,,0.1839080459770115
Pioneer Primary School,2017,2A,41,9,9,,0.21951219512195122
Poi Ching School,2017,2A,90,26,26,,0.28888888888888886
Princess Elizabeth Primary School,2017,2A,86,55,55,,0.6395348837209303
Punggol Cove Primary School,2017,2A,222,1,1,,0.0045045045045045045
Punggol Green Primary School,2017,2A,127,0,0,,0.0
Punggol Primary School,2017,2A,88,15,15,,0.17045454545454544
Punggol View Primary School,2017,2A,109,2,2,,0.01834862385321101
Qifa Primary School,2017,2A,103,28,28,,0.27184466019417475
Qihua Primary School,2017,2A,97,9,9,,0.09278350515463918
Queenstown Primary School,2017,2A,135,12,12,,0.08888888888888889
Radin Mas Primary School,2017,2A,90,68,68,,0.7555555555555555
Raffles Girls' Primary School,2017,2A,157,63,63,,0.4012738853503185
Red Swastika School,2017,2A,101,100,100,,0.9900990099009901
River Valley Primary School,2017,2A,107,39,39,,0.3644859813084112
Riverside Primary School,2017,2A,69,2,2,,0.028985507246376812
Rivervale Primary School,2017,2A,117,13,13,,0.1111111111111111
Rosyth School,2017,2A,116,106,106,,0.9137931034482759
Rulang Primary School,2017,2A,127,89,89,,0.7007874015748031
Sembawang Primary School,2017,2A,85,3,3,,0.03529411764705882
Seng Kang Primary School,2017,2A,134,4,4,,0.029850746268656716
Sengkang Green Primary School,2017,2A,79,1,1,,0.012658227848101266
Shuqun Primary School,2017,2A,104,35,35,,0.33653846153846156
Si Ling Primary School,2017,2A,97,7,7,,0.07216494845360824
Singapore Chinese Girls' Primary School,2017,2A,99,69,69,,0.696969696969697
South View Primary School,2017,2A,126,89,89,,0.7063492063492064
Springdale Primary School,2017,2A,91,1,1,,0.01098901098901099
St. Andrew's Junior School,2017,2A,143,64,64,,0.44755244755244755
St. Anthony's Canossian Primary School,2017,2A,91,15,15,,0.16483516483516483
St. Anthony's Primary School,2017,2A,104,26,26,,0.25
St. Gabriel's Primary School,2017,2A,80,18,18,,0.225
St. Hilda's Primary School,2017,2A,99,70,70,,0.7070707070707071
St. Joseph's Institution Junior,2017,2A,125,48,48,,0.384
St. Margaret's Primary School,2017,2A,111,24,24,,0.21621621621621623
St. Stephen's School,2017,2A,133,26,26,,0.19548872180451127
Stamford Primary School,2017,2A,75,3,3,,0.04
Tampines North Primary School,2017,2A,83,6,6,,0.07228915662650602
Tampines Primary School,2017,2A,73,30,30,,0.410958904109589
Tanjong Katong Primary School,2017,2A,123,20,20,,0.16260162601626016
Tao Nan School,2017,2A,167,120,120,,0.718562874251497
Teck Ghee Primary School,2017,2A,75,23,23,,0.30666666666666664
Teck Whye Primary School,2017,2A,98,6,6,,0.061224489795918366
Telok Kurau Primary School,2017,2A,64,10,10,,0.15625
Temasek Primary School,2017,2A,100,64,64,,0.64
Townsville Primary School,2017,2A,94,7,7,,0.07446808510638298
Unity Primary School,2017,2A,75,9,9,,0.12
Waterway Primary School,2017,2A,235,0,0,,0.0
Wellington Primary School,2017,2A,78,10,10,,0.1282051282051282
West Grove Primary School,2017,2A,69,16,16,,0.2318840579710145
West Spring Primary School,2017,2A,97,2,2,,0.020618556701030927
West View Primary School,2017,2A,60,2,2,,0.03333333333333333
Westwood Primary School,2017,2A,99,4,4,,0.04040404040404041
White Sands Primary School,2017,2A,41,10,10,,0.24390243902439024
Woodgrove Primary School,2017,2A,83,15,15,,0.18072289156626506
Woodlands Primary School,2017,2A,79,19,19,,0.24050632911392406
Woodlands Ring Primary School,2017,2A,84,10,10,,0.11904761904761904
Xinghua Primary School,2017,2A,72,12,12,,0.16666666666666666
Xingnan Primary School,2017,2A,46,19,19,,0.41304347826086957
Xinmin Primary School,2017,2A,98,39,39,,0.3979591836734694
Xishan Primary School,2017,2A,88,11,11,,0.125
Yangzheng Primary School,2017,2A,79,25,25,,0.31645569620253167
Yew Tee Primary School,2017,2A,76,7,7,,0.09210526315789473
Yio Chu Kang Primary School,2017,2A,77,6,6,,0.07792207792207792
Yishun Primary School,2017,2A,112,21,21,,0.1875
Yu Neng Primary School,2017,2A,65,45,45,,0.6923076923076923
Yuhua Primary School,2017,2A,59,11,11,,0.1864406779661017
Yumin Primary School,2017,2A,53,20,20,,0.37735849056603776
Zhangde Primary School,2017,2A,83,24,24,,0.2891566265060241
Zhenghua Primary School,2017,2A,90,18,18,,0.2
Zhonghua Primary School,2017,2A,69,10,10,,0.14492753623188406
Admiralty Primary School,2018,2A,62,21,21,,0.3387096774193548
Ahmad Ibrahim Primary School,2018,2A,115,8,8,,0.06956521739130435
Ai Tong School,2018,2A,125,124,124,,0.992
Alexandra Primary School,2018,2A,80,3,3,,0.0375
