School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Oasis Primary School,2021,2C(S),0,0,0,,
Opera Estate Primary School,2021,2C(S),37,31,31,,0.837837838
Palm View Primary School,2021,2C(S),86,61,61,,0.709302326
Park View Primary School,2021,2C(S),35,23,23,,0.657142857
Pasir Ris Primary School,2021,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2021,2C(S),0,0,0,,
Pei Chun Public School,2021,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2021,2C(S),0,0,0,,
Pei Tong Primary School,2021,2C(S),150,79,79,,0.526666667
Peiying Primary School,2021,2C(S),84,93,84,SC<2#,1.107142857
Poi Ching School,2021,2C(S),0,0,0,,
Princess Elizabeth Primary School,2021,2C(S),0,0,0,,
Punggol Cove Primary School,2021,2C(S),6,13,6,SC<1,2.166666667
Punggol Green Primary School,2021,2C(S),0,0,0,,
Punggol Primary School,2021,2C(S),0,0,0,,
Punggol View Primary School,2021,2C(S),11,27,11,SC<1,2.454545455
Qifa Primary School,2021,2C(S),0,0,0,,
Qihua Primary School,2021,2C(S),85,12,12,,0.141176471
Queenstown Primary School,2021,2C(S),7,13,7,SC1-2,1.857142857
Radin Mas Primary School,2021,2C(S),0,0,0,,
Raffles Girls' Primary School,2021,2C(S),0,0,0,,
Red Swastika School,2021,2C(S),0,0,0,,
River Valley Primary School,2021,2C(S),0,0,0,,
Riverside Primary School,2021,2C(S),0,0,0,,
Rivervale Primary School,2021,2C(S),0,0,0,,
Rosyth School,2021,2C(S),0,0,0,,
Rulang Primary School,2021,2C(S),0,0,0,,
Sembawang Primary School,2021,2C(S),0,0,0,,
Seng Kang Primary School,2021,2C(S),167,55,55,,0.329341317
Sengkang Green Primary School,2021,2C(S),0,0,0,,
Shuqun Primary School,2021,2C(S),0,0,0,,
Si Ling Primary School,2021,2C(S),79,8,8,,0.101265823
Singapore Chinese Girls' Primary School,2021,2C(S),0,0,0,,
South View Primary School,2021,2C(S),0,0,0,,
Springdale Primary School,2021,2C(S),0,0,0,,
St. Andrew's Junior School,2021,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2021,2C(S),124,54,54,,0.435483871
St. Anthony's Primary School,2021,2C(S),0,0,0,,
St. Gabriel's Primary School,2021,2C(S),8,22,8,SC>2,2.75
St. Hilda's Primary School,2021,2C(S),0,0,0,,
St. Joseph's Institution Junior,2021,2C(S),0,0,0,,
St. Margaret's Primary School,2021,2C(S),0,0,0,,
St. Stephen's School,2021,2C(S),68,56,56,,0.823529412
Tampines North Primary School,2021,2C(S),93,57,57,,0.612903226
Tampines Primary School,2021,2C(S),0,0,0,,
Tanjong Katong Primary School,2021,2C(S),0,0,0,,
Tao Nan School,2021,2C(S),0,0,0,,
Teck Ghee Primary School,2021,2C(S),18,29,18,SC1-2,1.611111111
Teck Whye Primary School,2021,2C(S),163,42,42,,0.257668712
Telok Kurau Primary School,2021,2C(S),32,28,28,,0.875
Temasek Primary School,2021,2C(S),0,0,0,,
Townsville Primary School,2021,2C(S),101,28,28,,0.277227723
Unity Primary School,2021,2C(S),94,4,4,,0.042553191
Waterway Primary School,2021,2C(S),0,0,0,,
Wellington Primary School,2021,2C(S),0,0,0,,
West Grove Primary School,2021,2C(S),53,66,53,SC>2,1.245283019
West Spring Primary School,2021,2C(S),0,0,0,,
West View Primary School,2021,2C(S),99,24,24,,0.242424242
Westwood Primary School,2021,2C(S),0,0,0,,
White Sands Primary School,2021,2C(S),0,0,0,,
Woodgrove Primary School,2021,2C(S),0,0,0,,
Woodlands Primary School,2021,2C(S),0,0,0,,
Woodlands Ring Primary School,2021,2C(S),85,29,29,,0.341176471
Xinghua Primary School,2021,2C(S),154,47,47,,0.305194805
Xingnan Primary School,2021,2C(S),105,56,56,,0.533333333
Xinmin Primary School,2021,2C(S),0,0,0,,
Xishan Primary School,2021,2C(S),40,72,40,SC<1,1.8
Yangzheng Primary School,2021,2C(S),0,0,0,,
Yew Tee Primary School,2021,2C(S),90,44,44,,0.488888889
Yio Chu Kang Primary School,2021,2C(S),114,83,83,,0.728070175
Yishun Primary School,2021,2C(S),32,41,32,SC1-2,1.28125
Yu Neng Primary School,2021,2C(S),0,0,0,,
Yuhua Primary School,2021,2C(S),138,63,63,,0.456521739
Yumin Primary School,2021,2C(S),76,85,76,SC>2,1.118421053
Zhangde Primary School,2021,2C(S),28,40,28,SC1-2,1.428571429
Zhenghua Primary School,2021,2C(S),32,45,32,SC1-2,1.40625
Zhonghua Primary School,2021,2C(S),129,30,30,,0.23255814
Valour Primary School,2021,2C(S),0,0,0,,
Northshore Primary School,2021,2C(S),140,79,79,,0.564285714
Admiralty Primary School,2022,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2022,2C(S),98,20,20,,0.204081633
Ai Tong School,2022,2C(S),0,0,0,,
Alexandra Primary School,2022,2C(S),0,0,0,,
Anchor Green Primary School,2022,2C(S),96,108,96,SC1-2,1.125
Anderson Primary School,2022,2C(S),0,0,0,,
Ang Mo Kio Primary School,2022,2C(S),100,13,13,,0.13
Anglo-Chinese School (Junior),2022,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2022,2C(S),0,0,0,,
Angsana Primary School,2022,2C(S),31,66,31,SC<1,2.129032258
Beacon Primary School,2022,2C(S),102,27,27,,0.264705882
Bedok Green Primary School,2022,2C(S),120,74,74,,0.616666667
Bendemeer Primary School,2022,2C(S),74,47,47,,0.635135135
Blangah Rise Primary School,2022,2C(S),72,19,19,,0.263888889
Boon Lay Garden Primary School,2022,2C(S),187,34,34,,0.181818182
Bukit Panjang Primary School,2022,2C(S),0,0,0,,
Bukit Timah Primary School,2022,2C(S),45,63,45,SC1-2,1.4
Bukit View Primary School,2022,2C(S),199,133,133,,0.668341709
Canberra Primary School,2022,2C(S),0,0,0,,
Canossa Catholic Primary School,2022,2C(S),4,23,4,SC<1,5.75
Cantonment Primary School,2022,2C(S),93,47,47,,0.505376344
Casuarina Primary School,2022,2C(S),29,37,29,PR<1,1.275862069
Catholic High School (Primary),2022,2C(S),0,0,0,,
Cedar Primary School,2022,2C(S),145,74,74,,0.510344828
Changkat Primary School,2022,2C(S),97,18,18,,0.18556701
CHIJ (Katong) Primary,2022,2C(S),59,57,57,,0.966101695
CHIJ (Kellock),2022,2C(S),46,41,41,,0.891304348
CHIJ Our Lady of Good Counsel,2022,2C(S),19,29,19,SC>2,1.526315789
CHIJ Our Lady of the Nativity,2022,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2022,2C(S),44,42,42,,0.954545455
CHIJ Primary (Toa Payoh),2022,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2022,2C(S),0,0,0,,
Chongfu School,2022,2C(S),0,0,0,,
Chongzheng Primary School,2022,2C(S),0,0,0,,
Chua Chu Kang Primary School,2022,2C(S),0,0,0,,
Clementi Primary School,2022,2C(S),112,125,112,SC>2,1.116071429
Compassvale Primary School,2022,2C(S),0,0,0,,
Concord Primary School,2022,2C(S),10,33,10,SC<1,3.3
Corporation Primary School,2022,2C(S),97,31,31,,0.319587629
Damai Primary School,2022,2C(S),140,30,30,,0.214285714
Dazhong Primary School,2022,2C(S),7,65,7,SC<1,9.285714286
De La Salle School,2022,2C(S),29,48,29,SC>2,1.655172414
East Spring Primary School,2022,2C(S),55,26,26,,0.472727273
Edgefield Primary School,2022,2C(S),54,65,54,SC<1,1.203703704
Elias Park Primary School,2022,2C(S),0,0,0,,
Endeavour Primary School,2022,2C(S),95,72,72,,0.757894737
Evergreen Primary School,2022,2C(S),66,47,47,,0.712121212
Fairfield Methodist School (Primary),2022,2C(S),0,0,0,,
Farrer Park Primary School,2022,2C(S),76,59,59,,0.776315789
Fengshan Primary School,2022,2C(S),0,0,0,,
Fern Green Primary School,2022,2C(S),0,0,0,,
Fernvale Primary School,2022,2C(S),35,77,35,SC<1,2.2
First Toa Payoh Primary School,2022,2C(S),123,10,10,,0.081300813
Frontier Primary School,2022,2C(S),0,0,0,,
Fuchun Primary School,2022,2C(S),95,16,16,,0.168421053
Fuhua Primary School,2022,2C(S),21,32,21,SC1-2,1.523809524
Gan Eng Seng Primary School,2022,2C(S),84,21,21,,0.25
Geylang Methodist School (Primary),2022,2C(S),0,0,0,,
Gongshang Primary School,2022,2C(S),0,0,0,,
Greendale Primary School,2022,2C(S),102,71,71,,0.696078431
Greenridge Primary School,2022,2C(S),82,26,26,,0.317073171
Greenwood Primary School,2022,2C(S),31,33,31,SC<1,1.064516129
Haig Girls' School,2022,2C(S),10,28,10,SC<1#,2.8
Henry Park Primary School,2022,2C(S),0,0,0,,
Holy Innocents' Primary School,2022,2C(S),0,0,0,,
Hong Wen School,2022,2C(S),0,0,0,,
Horizon Primary School,2022,2C(S),0,0,0,,
Hougang Primary School,2022,2C(S),0,0,0,,
Huamin Primary School,2022,2C(S),0,0,0,,
Innova Primary School,2022,2C(S),0,0,0,,
Jiemin Primary School,2022,2C(S),22,27,22,SC<2#,1.227272727
Jing Shan Primary School,2022,2C(S),5,5,5,,1
Junyuan Primary School,2022,2C(S),35,70,35,SC<1,2
Jurong Primary School,2022,2C(S),27,41,27,SC<1,1.518518519
Jurong West Primary School,2022,2C(S),0,0,0,,
Keming Primary School,2022,2C(S),0,0,0,,
Kheng Cheng School,2022,2C(S),30,55,30,SC<1#,1.833333333
Kong Hwa School,2022,2C(S),0,0,0,,
Kranji Primary School,2022,2C(S),84,7,7,,0.083333333
Kuo Chuan Presbyterian Primary School,2022,2C(S),0,0,0,,
Lakeside Primary School,2022,2C(S),0,0,0,,
Lianhua Primary School,2022,2C(S),203,60,60,,0.295566502
Maha Bodhi School,2022,2C(S),0,0,0,,
Maris Stella High School,2022,2C(S),0,0,0,,
Marsiling Primary School,2022,2C(S),55,18,18,,0.327272727
Marymount Convent School,2022,2C(S),120,101,101,,0.841666667
Mayflower Primary School,2022,2C(S),77,59,59,,0.766233766
Mee Toh School,2022,2C(S),0,0,0,,
Meridian Primary School,2022,2C(S),86,9,9,,0.104651163
Methodist Girls' School (Primary),2022,2C(S),0,0,0,,
Montfort Junior School,2022,2C(S),72,64,64,,0.888888889
Nan Chiau Primary School,2022,2C(S),0,0,0,,
Nan Hua Primary School,2022,2C(S),0,0,0,,
Nanyang Primary School,2022,2C(S),0,0,0,,
Naval Base Primary School,2022,2C(S),0,0,0,,
New Town Primary School,2022,2C(S),153,33,33,,0.215686275
Ngee Ann Primary School,2022,2C(S),0,0,0,,
North Spring Primary School,2022,2C(S),102,50,50,,0.490196078
North View Primary School,2022,2C(S),26,58,26,SC<1,2.230769231
North Vista Primary School,2022,2C(S),74,49,49,,0.662162162
Northland Primary School,2022,2C(S),0,0,0,,
Northoaks Primary School,2022,2C(S),172,13,13,,0.075581395
Oasis Primary School,2022,2C(S),0,0,0,,
Opera Estate Primary School,2022,2C(S),43,43,43,,1
Palm View Primary School,2022,2C(S),82,59,59,,0.719512195
Park View Primary School,2022,2C(S),50,38,38,,0.76
Pasir Ris Primary School,2022,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2022,2C(S),0,0,0,,
Pei Chun Public School,2022,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2022,2C(S),0,0,0,,
Pei Tong Primary School,2022,2C(S),143,94,94,,0.657342657
Peiying Primary School,2022,2C(S),62,82,62,SC1-2,1.322580645
Poi Ching School,2022,2C(S),0,0,0,,
Princess Elizabeth Primary School,2022,2C(S),0,0,0,,
Punggol Cove Primary School,2022,2C(S),12,21,12,SC<1,1.75
Punggol Green Primary School,2022,2C(S),0,0,0,,
Punggol Primary School,2022,2C(S),0,0,0,,
Punggol View Primary School,2022,2C(S),0,0,0,,
Qifa Primary School,2022,2C(S),0,0,0,,
Qihua Primary School,2022,2C(S),102,14,14,,0.137254902
Queenstown Primary School,2022,2C(S),6,24,6,SC<1,4
Radin Mas Primary School,2022,2C(S),0,0,0,,
Raffles Girls' Primary School,2022,2C(S),0,0,0,,
Red Swastika School,2022,2C(S),0,0,0,,
River Valley Primary School,2022,2C(S),0,0,0,,
Riverside Primary School,2022,2C(S),0,0,0,,
Rivervale Primary School,2022,2C(S),0,0,0,,
Rosyth School,2022,2C(S),0,0,0,,
Rulang Primary School,2022,2C(S),0,0,0,,
Sembawang Primary School,2022,2C(S),0,0,0,,
Seng Kang Primary School,2022,2C(S),129,68,68,,0.527131783
Sengkang Green Primary School,2022,2C(S),0,0,0,,
Shuqun Primary School,2022,2C(S),0,0,0,,
Si Ling Primary School,2022,2C(S),80,12,12,,0.15
Singapore Chinese Girls' Primary School,2022,2C(S),0,0,0,,
South View Primary School,2022,2C(S),0,0,0,,
Springdale Primary School,2022,2C(S),6,22,6,SC<1,3.666666667
St. Andrew's Junior School,2022,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2022,2C(S),153,51,51,,0.333333333
St. Anthony's Primary School,2022,2C(S),0,0,0,,
St. Gabriel's Primary School,2022,2C(S),0,0,0,,
St. Hilda's Primary School,2022,2C(S),0,0,0,,
St. Joseph's Institution Junior,2022,2C(S),0,0,0,,
St. Margaret's Primary School,2022,2C(S),0,0,0,,
St. Stephen's School,2022,2C(S),97,86,86,,0.886597938
Tampines North Primary School,2022,2C(S),100,48,48,,0.48
Tampines Primary School,2022,2C(S),5,19,5,SC<1,3.8
Tanjong Katong Primary School,2022,2C(S),0,0,0,,
Tao Nan School,2022,2C(S),0,0,0,,
Teck Ghee Primary School,2022,2C(S),26,26,26,,1
Teck Whye Primary School,2022,2C(S),145,43,43,,0.296551724
Telok Kurau Primary School,2022,2C(S),12,28,12,SC<1,2.333333333
Temasek Primary School,2022,2C(S),0,0,0,,
Townsville Primary School,2022,2C(S),105,21,21,,0.2
Unity Primary School,2022,2C(S),72,9,9,,0.125
Waterway Primary School,2022,2C(S),0,0,0,,
Wellington Primary School,2022,2C(S),0,0,0,,
West Grove Primary School,2022,2C(S),48,58,48,SC#,1.208333333
West Spring Primary School,2022,2C(S),0,0,0,,
West View Primary School,2022,2C(S),49,26,26,,0.530612245
Westwood Primary School,2022,2C(S),0,0,0,,
White Sands Primary School,2022,2C(S),0,0,0,,
Woodgrove Primary School,2022,2C(S),0,0,0,,
Woodlands Primary School,2022,2C(S),0,0,0,,
Woodlands Ring Primary School,2022,2C(S),75,36,36,,0.48
Xinghua Primary School,2022,2C(S),197,39,39,,0.197969543
Xingnan Primary School,2022,2C(S),123,33,33,,0.268292683
Xinmin Primary School,2022,2C(S),0,0,0,,
Xishan Primary School,2022,2C(S),51,76,51,SC1-2,1.490196078
Yangzheng Primary School,2022,2C(S),0,0,0,,
Yew Tee Primary School,2022,2C(S),78,32,32,,0.41025641
Yio Chu Kang Primary School,2022,2C(S),105,93,93,,0.885714286
Yishun Primary School,2022,2C(S),58,58,58,,1
Yu Neng Primary School,2022,2C(S),0,0,0,,
Yuhua Primary School,2022,2C(S),121,39,39,,0.32231405
Yumin Primary School,2022,2C(S),89,41,41,,0.460674157
Zhangde Primary School,2022,2C(S),1,8,1,SC<1,8
Zhenghua Primary School,2022,2C(S),23,25,23,SC>2,1.086956522
Zhonghua Primary School,2022,2C(S),108,30,30,,0.277777778
Valour Primary School,2022,2C(S),0,0,0,,
Northshore Primary School,2022,2C(S),100,87,87,,0.87
Admiralty Primary School,2009,3,0,0,0,-,
Ahmad Ibrahim Primary School,2009,3,35,0,0,-,0
Ai Tong School,2009,3,0,0,0,-,
Anchor Green Primary School,2009,3,0,0,0,-,
Anderson Primary School,2009,3,0,0,0,-,
Ang Mo Kio Primary School,2009,3,3,0,0,-,0
Anglo-Chinese School (Junior),2009,3,0,0,0,-,
Anglo-Chinese School (Primary),2009,3,0,0,0,-,
Angsana Primary School,2009,3,117,0,0,-,0
Beacon Primary School,2009,3,0,0,0,-,
Bedok Green Primary School,2009,3,4,0,0,-,0
Bendemeer Primary School,2009,3,33,0,0,-,0
Blangah Rise Primary School,2009,3,129,0,0,-,0
Boon Lay Garden Primary School,2009,3,58,0,0,-,0
Bukit Panjang Primary School,2009,3,0,0,0,-,
Bukit Timah Primary School,2009,3,26,0,0,-,0
Bukit View Primary School,2009,3,0,0,0,-,
Canberra Primary School,2009,3,0,0,0,-,
Canossa Catholic Primary School,2009,3,32,0,0,-,0
Casuarina Primary School,2009,3,0,0,0,-,
Catholic High School (Primary),2009,3,0,0,0,-,
Cedar Primary School,2009,3,27,0,0,-,0
Changkat Primary School,2009,3,17,0,0,-,0
CHIJ (Katong) Primary,2009,3,0,0,0,-,
CHIJ (Kellock),2009,3,0,0,0,-,
CHIJ Our Lady of Good Counsel,2009,3,0,0,0,-,
CHIJ Our Lady of the Nativity,2009,3,0,0,0,-,
CHIJ Our Lady Queen of Peace,2009,3,0,0,0,-,
CHIJ Primary (Toa Payoh),2009,3,0,0,0,-,
CHIJ St. Nicholas Girls' School,2009,3,0,0,0,-,
Chongfu School,2009,3,0,0,0,-,
Chongzheng Primary School,2009,3,0,0,0,-,
Chua Chu Kang Primary School,2009,3,0,0,0,-,
Clementi Primary School,2009,3,0,0,0,-,
Compassvale Primary School,2009,3,0,0,0,-,
Concord Primary School,2009,3,0,0,0,-,
Corporation Primary School,2009,3,59,0,0,-,0
Damai Primary School,2009,3,109,0,0,-,0
Dazhong Primary School,2009,3,67,0,0,-,0
De La Salle School,2009,3,0,0,0,-,
East Spring Primary School,2009,3,0,0,0,-,
Edgefield Primary School,2009,3,0,0,0,-,
Elias Park Primary School,2009,3,0,0,0,-,
Endeavour Primary School,2009,3,0,0,0,-,
Eunos Primary School,2009,3,59,0,0,-,0
Evergreen Primary School,2009,3,0,0,0,-,
Fairfield Methodist School (Primary),2009,3,0,0,0,-,
Farrer Park Primary School,2009,3,107,0,0,-,0
Fengshan Primary School,2009,3,0,0,0,-,
Fernvale Primary School,2009,3,55,0,0,-,0
First Toa Payoh Primary School,2009,3,78,0,0,-,0
Fuchun Primary School,2009,3,0,0,0,-,
Fuhua Primary School,2009,3,5,0,0,-,0
Gan Eng Seng Primary School,2009,3,0,0,0,-,
Geylang Methodist School (Primary),2009,3,0,0,0,-,
Gongshang Primary School,2009,3,0,0,0,-,
Greendale Primary School,2009,3,15,0,0,-,0
Greenridge Primary School,2009,3,0,0,0,-,
Greenwood Primary School,2009,3,0,0,0,-,
Guangyang Primary School,2009,3,97,0,0,-,0
Haig Girls' School,2009,3,20,0,0,-,0
Henry Park Primary School,2009,3,0,0,0,-,
Holy Innocents' Primary School,2009,3,0,0,0,-,
Hong Wen School,2009,3,0,0,0,-,
Horizon Primary School,2009,3,30,0,0,-,0
Hougang Primary School,2009,3,0,0,0,-,
Huamin Primary School,2009,3,54,0,0,-,0
Innova Primary School,2009,3,0,0,0,-,
Jiemin Primary School,2009,3,0,0,0,-,
Jing Shan Primary School,2009,3,24,0,0,-,0
Junyuan Primary School,2009,3,8,0,0,-,0
Jurong Primary School,2009,3,0,0,0,-,
Jurong West Primary School,2009,3,0,0,0,-,
Juying Primary School,2009,3,20,0,0,-,0
Keming Primary School,2009,3,0,0,0,-,
Kheng Cheng School,2009,3,0,0,0,-,
Kong Hwa School,2009,3,0,0,0,-,
Kranji Primary School,2009,3,41,0,0,-,0
Kuo Chuan Presbyterian Primary School,2009,3,0,0,0,-,
Lakeside Primary School,2009,3,0,0,0,-,
Lianhua Primary School,2009,3,0,0,0,-,
Maha Bodhi School,2009,3,0,0,0,-,
Maris Stella High School,2009,3,0,0,0,-,
Marsiling Primary School,2009,3,80,0,0,-,0
Marymount Convent School,2009,3,8,0,0,-,0
Mayflower Primary School,2009,3,85,0,0,-,0
Mee Toh School,2009,3,0,0,0,-,
Meridian Primary School,2009,3,51,0,0,-,0
Methodist Girls' School (Primary),2009,3,0,0,0,-,
Montfort Junior School,2009,3,93,0,0,-,0
Nan Chiau Primary School,2009,3,0,0,0,-,
Nan Hua Primary School,2009,3,0,0,0,-,
Nanyang Primary School,2009,3,0,0,0,-,
Naval Base Primary School,2009,3,97,0,0,-,0
New Town Primary School,2009,3,66,0,0,-,0
Ngee Ann Primary School,2009,3,0,0,0,-,
North Spring Primary School,2009,3,40,0,0,-,0
North View Primary School,2009,3,74,0,0,-,0
North Vista Primary School,2009,3,0,0,0,-,
Northland Primary School,2009,3,0,0,0,-,
Opera Estate Primary School,2009,3,72,0,0,-,0
Park View Primary School,2009,3,20,0,0,-,0
Pasir Ris Primary School,2009,3,0,0,0,-,
Paya Lebar Methodist Girls' School (Primary),2009,3,0,0,0,-,
Pei Chun Public School,2009,3,0,0,0,-,
Pei Hwa Presbyterian Primary School,2009,3,0,0,0,-,
Pei Tong Primary School,2009,3,52,0,0,-,0
Peiying Primary School,2009,3,25,0,0,-,0
Pioneer Primary School,2009,3,0,0,0,-,
Poi Ching School,2009,3,0,0,0,-,
Princess Elizabeth Primary School,2009,3,0,0,0,-,
Punggol Primary School,2009,3,0,0,0,-,
Qifa Primary School,2009,3,21,0,0,-,0
Qihua Primary School,2009,3,0,0,0,-,
Queenstown Primary School,2009,3,15,0,0,-,0
Radin Mas Primary School,2009,3,0,0,0,-,
Raffles Girls' Primary School,2009,3,0,0,0,-,
Red Swastika School,2009,3,0,0,0,-,
River Valley Primary School,2009,3,0,0,0,-,
Rivervale Primary School,2009,3,0,0,0,-,
Rosyth School,2009,3,0,0,0,-,
Rulang Primary School,2009,3,0,0,0,-,
Sembawang Primary School,2009,3,61,0,0,-,0
Seng Kang Primary School,2009,3,3,0,0,-,0
Shuqun Primary School,2009,3,0,0,0,-,
Si Ling Primary School,2009,3,98,0,0,-,0
Singapore Chinese Girls' Primary School,2009,3,0,0,0,-,
South View Primary School,2009,3,0,0,0,-,
St. Andrew's Junior School,2009,3,0,0,0,-,
St. Anthony's Canossian Primary School,2009,3,22,0,0,-,0
St. Anthony's Primary School,2009,3,0,0,0,-,
St. Gabriel's Primary School,2009,3,0,0,0,-,
St. Hilda's Primary School,2009,3,0,0,0,-,
St. Joseph's Institution Junior,2009,3,0,0,0,-,
St. Margaret's Primary School,2009,3,0,0,0,-,
St. Stephen's School,2009,3,0,0,0,-,
Stamford Primary School,2009,3,61,0,0,-,0
Tampines North Primary School,2009,3,17,0,0,-,0
Tampines Primary School,2009,3,5,0,0,-,0
Tanjong Katong Primary School,2009,3,12,0,0,-,0
Tao Nan School,2009,3,0,0,0,-,
Teck Ghee Primary School,2009,3,0,0,0,-,
Teck Whye Primary School,2009,3,77,0,0,-,0
Telok Kurau Primary School,2009,3,0,0,0,-,
Temasek Primary School,2009,3,0,0,0,-,
Townsville Primary School,2009,3,27,0,0,-,0
Unity Primary School,2009,3,0,0,0,-,
Wellington Primary School,2009,3,30,0,0,-,0
West Grove Primary School,2009,3,0,0,0,-,
West View Primary School,2009,3,73,0,0,-,0
White Sands Primary School,2009,3,0,0,0,-,
Woodgrove Primary School,2009,3,0,0,0,-,
Woodlands Primary School,2009,3,0,0,0,-,
Woodlands Ring Primary School,2009,3,0,0,0,-,
Xinghua Primary School,2009,3,37,0,0,-,0
Xingnan Primary School,2009,3,0,0,0,-,
Xinmin Primary School,2009,3,0,0,0,-,
Xishan Primary School,2009,3,60,0,0,-,0
Yangzheng Primary School,2009,3,0,0,0,-,
Yew Tee Primary School,2009,3,0,0,0,-,
Yio Chu Kang Primary School,2009,3,0,0,0,-,
Yishun Primary School,2009,3,16,0,0,-,0
Yu Neng Primary School,2009,3,0,0,0,-,
Yuhua Primary School,2009,3,67,0,0,-,0
Yumin Primary School,2009,3,3,0,0,-,0
Zhangde Primary School,2009,3,0,0,0,-,
Zhenghua Primary School,2009,3,0,0,0,-,
Zhonghua Primary School,2009,3,56,0,0,-,0
Admiralty Primary School,2010,3,0,0,0,-,
Ahmad Ibrahim Primary School,2010,3,54,0,0,-,0
Ai Tong School,2010,3,0,0,0,-,
Anchor Green Primary School,2010,3,0,0,0,-,
Anderson Primary School,2010,3,0,0,0,-,
Ang Mo Kio Primary School,2010,3,0,0,0,-,
Anglo-Chinese School (Junior),2010,3,0,0,0,-,
Anglo-Chinese School (Primary),2010,3,0,0,0,-,
Angsana Primary School,2010,3,35,0,0,-,0
Beacon Primary School,2010,3,0,0,0,-,
Bedok Green Primary School,2010,3,0,0,0,-,
Bendemeer Primary School,2010,3,25,0,0,-,0
Blangah Rise Primary School,2010,3,30,0,0,-,0
Boon Lay Garden Primary School,2010,3,20,0,0,-,0
