School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Ai Tong School,2019,2C(S),0,0,0,,
Alexandra Primary School,2019,2C(S),0,0,0,,
Anchor Green Primary School,2019,2C(S),85,97,85,SC1-2,1.141176471
Anderson Primary School,2019,2C(S),0,0,0,,
Ang Mo Kio Primary School,2019,2C(S),44,30,30,,0.681818182
Anglo-Chinese School (Junior),2019,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2019,2C(S),0,0,0,,
Angsana Primary School,2019,2C(S),77,3,3,,0.038961039
Beacon Primary School,2019,2C(S),86,19,19,,0.220930233
Bedok Green Primary School,2019,2C(S),98,55,55,,0.56122449
Bendemeer Primary School,2019,2C(S),50,49,49,,0.98
Blangah Rise Primary School,2019,2C(S),52,8,8,,0.153846154
Boon Lay Garden Primary School,2019,2C(S),148,33,33,,0.222972973
Bukit Panjang Primary School,2019,2C(S),0,0,0,,
Bukit Timah Primary School,2019,2C(S),47,62,47,SC>2,1.319148936
Bukit View Primary School,2019,2C(S),99,65,65,,0.656565657
Canberra Primary School,2019,2C(S),0,0,0,,
Canossa Catholic Primary School,2019,2C(S),40,9,9,,0.225
Cantonment Primary School,2019,2C(S),35,35,35,,1
Casuarina Primary School,2019,2C(S),46,31,31,,0.673913043
Catholic High School (Primary),2019,2C(S),0,0,0,,
Cedar Primary School,2019,2C(S),135,7,7,,0.051851852
Changkat Primary School,2019,2C(S),41,13,13,,0.317073171
CHIJ (Katong) Primary,2019,2C(S),72,21,21,,0.291666667
CHIJ (Kellock),2019,2C(S),1,3,1,SC<1#,3
CHIJ Our Lady of Good Counsel,2019,2C(S),7,13,7,SC<1#,1.857142857
CHIJ Our Lady of the Nativity,2019,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2019,2C(S),37,42,37,SC>2,1.135135135
CHIJ Primary (Toa Payoh),2019,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2019,2C(S),0,0,0,,
Chongfu School,2019,2C(S),0,0,0,,
Chongzheng Primary School,2019,2C(S),0,0,0,,
Chua Chu Kang Primary School,2019,2C(S),0,0,0,,
Clementi Primary School,2019,2C(S),47,57,47,SC<1,1.212765957
Compassvale Primary School,2019,2C(S),0,0,0,,
Concord Primary School,2019,2C(S),9,22,9,SC<1#,2.444444444
Corporation Primary School,2019,2C(S),69,61,61,,0.884057971
Damai Primary School,2019,2C(S),75,15,15,,0.2
Dazhong Primary School,2019,2C(S),66,67,66,PR<1,1.015151515
De La Salle School,2019,2C(S),0,0,0,,
East Spring Primary School,2019,2C(S),32,11,11,,0.34375
Edgefield Primary School,2019,2C(S),67,31,31,,0.462686567
Elias Park Primary School,2019,2C(S),0,0,0,,
Endeavour Primary School,2019,2C(S),42,25,25,,0.595238095
Eunos Primary School,2019,2C(S),39,3,3,,0.076923077
Evergreen Primary School,2019,2C(S),0,0,0,,
Fairfield Methodist School (Primary),2019,2C(S),0,0,0,,
Farrer Park Primary School,2019,2C(S),81,17,17,,0.209876543
Fengshan Primary School,2019,2C(S),0,0,0,,
Fern Green Primary School,2019,2C(S),7,14,7,SC<1,2
Fernvale Primary School,2019,2C(S),54,61,54,SC1-2,1.12962963
First Toa Payoh Primary School,2019,2C(S),85,11,11,,0.129411765
Frontier Primary School,2019,2C(S),0,0,0,,
Fuchun Primary School,2019,2C(S),92,6,6,,0.065217391
Fuhua Primary School,2019,2C(S),51,59,51,PR<1,1.156862745
Gan Eng Seng Primary School,2019,2C(S),96,33,33,,0.34375
Geylang Methodist School (Primary),2019,2C(S),42,35,35,,0.833333333
Gongshang Primary School,2019,2C(S),0,0,0,,
Greendale Primary School,2019,2C(S),176,9,9,,0.051136364
Greenridge Primary School,2019,2C(S),56,57,56,SC#,1.017857143
Greenwood Primary School,2019,2C(S),1,11,1,SC<1,11
Guangyang Primary School,2019,2C(S),77,13,13,,0.168831169
Haig Girls' School,2019,2C(S),3,3,3,,1
Henry Park Primary School,2019,2C(S),0,0,0,,
Holy Innocents' Primary School,2019,2C(S),0,0,0,,
Hong Wen School,2019,2C(S),0,0,0,,
Horizon Primary School,2019,2C(S),0,0,0,,
Hougang Primary School,2019,2C(S),0,0,0,,
Huamin Primary School,2019,2C(S),0,0,0,,
Innova Primary School,2019,2C(S),0,0,0,,
Jiemin Primary School,2019,2C(S),1,1,1,,1
Jing Shan Primary School,2019,2C(S),12,10,10,,0.833333333
Junyuan Primary School,2019,2C(S),0,0,0,,
Jurong Primary School,2019,2C(S),0,0,0,,
Jurong West Primary School,2019,2C(S),0,0,0,,
Juying Primary School,2019,2C(S),56,8,8,,0.142857143
Keming Primary School,2019,2C(S),0,0,0,,
Kheng Cheng School,2019,2C(S),21,27,21,SC<1,1.285714286
Kong Hwa School,2019,2C(S),0,0,0,,
Kranji Primary School,2019,2C(S),102,6,6,,0.058823529
Kuo Chuan Presbyterian Primary School,2019,2C(S),0,0,0,,
Lakeside Primary School,2019,2C(S),0,0,0,,
Lianhua Primary School,2019,2C(S),105,34,34,,0.323809524
Maha Bodhi School,2019,2C(S),0,0,0,,
Maris Stella High School,2019,2C(S),0,0,0,,
Marsiling Primary School,2019,2C(S),38,7,7,,0.184210526
Marymount Convent School,2019,2C(S),90,75,75,,0.833333333
Mayflower Primary School,2019,2C(S),83,30,30,,0.361445783
Mee Toh School,2019,2C(S),0,0,0,,
Meridian Primary School,2019,2C(S),102,5,5,,0.049019608
Methodist Girls' School (Primary),2019,2C(S),0,0,0,,
Montfort Junior School,2019,2C(S),42,24,24,,0.571428571
Nan Chiau Primary School,2019,2C(S),0,0,0,,
Nan Hua Primary School,2019,2C(S),0,0,0,,
Nanyang Primary School,2019,2C(S),0,0,0,,
Naval Base Primary School,2019,2C(S),34,81,34,SC<1,2.382352941
New Town Primary School,2019,2C(S),139,28,28,,0.201438849
Ngee Ann Primary School,2019,2C(S),11,15,11,SC1-2,1.363636364
North Spring Primary School,2019,2C(S),78,31,31,,0.397435897
North View Primary School,2019,2C(S),0,0,0,,
North Vista Primary School,2019,2C(S),103,28,28,,0.27184466
Northland Primary School,2019,2C(S),0,0,0,,
Northoaks Primary School,2019,2C(S),159,8,8,,0.050314465
Oasis Primary School,2019,2C(S),0,0,0,,
Opera Estate Primary School,2019,2C(S),0,0,0,,
Palm View Primary School,2019,2C(S),46,46,46,,1
Park View Primary School,2019,2C(S),42,23,23,,0.547619048
Pasir Ris Primary School,2019,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2019,2C(S),0,0,0,,
Pei Chun Public School,2019,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2019,2C(S),0,0,0,,
Pei Tong Primary School,2019,2C(S),133,34,34,,0.255639098
Peiying Primary School,2019,2C(S),74,56,56,,0.756756757
Pioneer Primary School,2019,2C(S),112,27,27,,0.241071429
Poi Ching School,2019,2C(S),0,0,0,,
Princess Elizabeth Primary School,2019,2C(S),0,0,0,,
Punggol Cove Primary School,2019,2C(S),13,16,13,SC1-2,1.230769231
Punggol Green Primary School,2019,2C(S),0,0,0,,
Punggol Primary School,2019,2C(S),0,0,0,,
Punggol View Primary School,2019,2C(S),17,25,17,SC<1,1.470588235
Qifa Primary School,2019,2C(S),0,0,0,,
Qihua Primary School,2019,2C(S),28,30,28,SC#,1.071428571
Queenstown Primary School,2019,2C(S),0,0,0,,
Radin Mas Primary School,2019,2C(S),0,0,0,,
Raffles Girls' Primary School,2019,2C(S),0,0,0,,
Red Swastika School,2019,2C(S),0,0,0,,
River Valley Primary School,2019,2C(S),0,0,0,,
Riverside Primary School,2019,2C(S),0,0,0,,
Rivervale Primary School,2019,2C(S),0,0,0,,
Rosyth School,2019,2C(S),0,0,0,,
Rulang Primary School,2019,2C(S),0,0,0,,
Sembawang Primary School,2019,2C(S),16,17,16,SC>2,1.0625
Seng Kang Primary School,2019,2C(S),121,38,38,,0.314049587
Sengkang Green Primary School,2019,2C(S),0,0,0,,
Shuqun Primary School,2019,2C(S),0,0,0,,
Si Ling Primary School,2019,2C(S),75,22,22,,0.293333333
Singapore Chinese Girls' Primary School,2019,2C(S),0,0,0,,
South View Primary School,2019,2C(S),0,0,0,,
Springdale Primary School,2019,2C(S),1,6,1,SC<1,6
St. Andrew's Junior School,2019,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2019,2C(S),87,23,23,,0.264367816
St. Anthony's Primary School,2019,2C(S),0,0,0,,
St. Gabriel's Primary School,2019,2C(S),9,21,9,SC>2,2.333333333
St. Hilda's Primary School,2019,2C(S),0,0,0,,
St. Joseph's Institution Junior,2019,2C(S),0,0,0,,
St. Margaret's Primary School,2019,2C(S),26,35,26,SC>2,1.346153846
St. Stephen's School,2019,2C(S),58,37,37,,0.637931034
Stamford Primary School,2019,2C(S),95,6,6,,0.063157895
Tampines North Primary School,2019,2C(S),65,33,33,,0.507692308
Tampines Primary School,2019,2C(S),0,0,0,,
Tanjong Katong Primary School,2019,2C(S),0,0,0,,
Tao Nan School,2019,2C(S),0,0,0,,
Teck Ghee Primary School,2019,2C(S),0,0,0,,
Teck Whye Primary School,2019,2C(S),132,28,28,,0.212121212
Telok Kurau Primary School,2019,2C(S),71,6,6,,0.084507042
Temasek Primary School,2019,2C(S),0,0,0,,
Townsville Primary School,2019,2C(S),71,31,31,,0.436619718
Unity Primary School,2019,2C(S),47,5,5,,0.106382979
Waterway Primary School,2019,2C(S),25,25,25,,1
Wellington Primary School,2019,2C(S),39,17,17,,0.435897436
West Grove Primary School,2019,2C(S),0,0,0,,
West Spring Primary School,2019,2C(S),0,0,0,,
West View Primary School,2019,2C(S),74,10,10,,0.135135135
Westwood Primary School,2019,2C(S),0,0,0,,
White Sands Primary School,2019,2C(S),0,0,0,,
Woodgrove Primary School,2019,2C(S),0,0,0,,
Woodlands Primary School,2019,2C(S),0,0,0,,
Woodlands Ring Primary School,2019,2C(S),35,40,35,SC<2#,1.142857143
Xinghua Primary School,2019,2C(S),90,28,28,,0.311111111
Xingnan Primary School,2019,2C(S),9,10,9,SC<2#,1.111111111
Xinmin Primary School,2019,2C(S),0,0,0,,
Xishan Primary School,2019,2C(S),103,69,69,,0.669902913
Yangzheng Primary School,2019,2C(S),0,0,0,,
Yew Tee Primary School,2019,2C(S),48,38,38,,0.791666667
Yio Chu Kang Primary School,2019,2C(S),103,31,31,,0.300970874
Yishun Primary School,2019,2C(S),65,53,53,,0.815384615
Yu Neng Primary School,2019,2C(S),0,0,0,,
Yuhua Primary School,2019,2C(S),96,28,28,,0.291666667
Yumin Primary School,2019,2C(S),63,44,44,,0.698412698
Zhangde Primary School,2019,2C(S),0,0,0,,
Zhenghua Primary School,2019,2C(S),24,19,19,,0.791666667
Zhonghua Primary School,2019,2C(S),80,19,19,,0.2375
Valour Primary School,2019,2C(S),68,69,68,PR<1,1.014705882
Admiralty Primary School,2020,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2020,2C(S),163,14,14,,0.085889571
Ai Tong School,2020,2C(S),0,0,0,,
Alexandra Primary School,2020,2C(S),0,0,0,,
Anchor Green Primary School,2020,2C(S),39,83,39,SC<1,2.128205128
Anderson Primary School,2020,2C(S),0,0,0,,
Ang Mo Kio Primary School,2020,2C(S),104,31,31,,0.298076923
Anglo-Chinese School (Junior),2020,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2020,2C(S),0,0,0,,
Angsana Primary School,2020,2C(S),184,46,46,,0.25
Beacon Primary School,2020,2C(S),135,40,40,,0.296296296
Bedok Green Primary School,2020,2C(S),131,85,85,,0.648854962
Bendemeer Primary School,2020,2C(S),64,52,52,,0.8125
Blangah Rise Primary School,2020,2C(S),132,16,16,,0.121212121
Boon Lay Garden Primary School,2020,2C(S),137,45,45,,0.328467153
Bukit Panjang Primary School,2020,2C(S),0,0,0,,
Bukit Timah Primary School,2020,2C(S),59,104,59,SC>2,1.762711864
Bukit View Primary School,2020,2C(S),151,82,82,,0.543046358
Canberra Primary School,2020,2C(S),0,0,0,,
Canossa Catholic Primary School,2020,2C(S),8,20,8,SC1-2,2.5
Cantonment Primary School,2020,2C(S),116,76,76,,0.655172414
Casuarina Primary School,2020,2C(S),10,40,10,SC<1,4
Catholic High School (Primary),2020,2C(S),0,0,0,,
Cedar Primary School,2020,2C(S),134,31,31,,0.231343284
Changkat Primary School,2020,2C(S),78,20,20,,0.256410256
CHIJ (Katong) Primary,2020,2C(S),39,69,39,SC>2,1.769230769
CHIJ (Kellock),2020,2C(S),5,14,5,SC1-2,2.8
CHIJ Our Lady of Good Counsel,2020,2C(S),0,0,0,,
CHIJ Our Lady of the Nativity,2020,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2020,2C(S),38,43,38,SC>2,1.131578947
CHIJ Primary (Toa Payoh),2020,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2020,2C(S),0,0,0,,
Chongfu School,2020,2C(S),0,0,0,,
Chongzheng Primary School,2020,2C(S),0,0,0,,
Chua Chu Kang Primary School,2020,2C(S),0,0,0,,
Clementi Primary School,2020,2C(S),23,65,23,SC<1,2.826086957
Compassvale Primary School,2020,2C(S),0,0,0,,
Concord Primary School,2020,2C(S),0,0,0,,
Corporation Primary School,2020,2C(S),89,65,65,,0.730337079
Damai Primary School,2020,2C(S),96,40,40,,0.416666667
Dazhong Primary School,2020,2C(S),62,135,62,SC<1,2.177419355
De La Salle School,2020,2C(S),0,0,0,,
East Spring Primary School,2020,2C(S),50,23,23,,0.46
Edgefield Primary School,2020,2C(S),56,80,56,SC<1,1.428571429
Elias Park Primary School,2020,2C(S),0,0,0,,
Endeavour Primary School,2020,2C(S),64,67,64,PR<1,1.046875
Eunos Primary School,2020,2C(S),74,19,19,,0.256756757
Evergreen Primary School,2020,2C(S),5,19,5,SC<1,3.8
Fairfield Methodist School (Primary),2020,2C(S),0,0,0,,
Farrer Park Primary School,2020,2C(S),104,44,44,,0.423076923
Fengshan Primary School,2020,2C(S),0,0,0,,
Fern Green Primary School,2020,2C(S),0,0,0,,
Fernvale Primary School,2020,2C(S),70,77,70,SC<1,1.1
First Toa Payoh Primary School,2020,2C(S),144,36,36,,0.25
Frontier Primary School,2020,2C(S),0,0,0,,
Fuchun Primary School,2020,2C(S),22,8,8,,0.363636364
Fuhua Primary School,2020,2C(S),18,39,18,SC1-2,2.166666667
Gan Eng Seng Primary School,2020,2C(S),107,51,51,,0.476635514
Geylang Methodist School (Primary),2020,2C(S),18,36,18,SC<1,2
Gongshang Primary School,2020,2C(S),0,0,0,,
Greendale Primary School,2020,2C(S),170,89,89,,0.523529412
Greenridge Primary School,2020,2C(S),95,43,43,,0.452631579
Greenwood Primary School,2020,2C(S),26,29,26,SC<1,1.115384615
Guangyang Primary School,2020,2C(S),112,35,35,,0.3125
Haig Girls' School,2020,2C(S),0,0,0,,
Henry Park Primary School,2020,2C(S),0,0,0,,
Holy Innocents' Primary School,2020,2C(S),0,0,0,,
Hong Wen School,2020,2C(S),0,0,0,,
Horizon Primary School,2020,2C(S),0,0,0,,
Hougang Primary School,2020,2C(S),0,0,0,,
Huamin Primary School,2020,2C(S),0,0,0,,
Innova Primary School,2020,2C(S),0,0,0,,
Jiemin Primary School,2020,2C(S),27,14,14,,0.518518519
Jing Shan Primary School,2020,2C(S),19,26,19,SC>2,1.368421053
Junyuan Primary School,2020,2C(S),0,0,0,,
Jurong Primary School,2020,2C(S),0,0,0,,
Jurong West Primary School,2020,2C(S),0,0,0,,
Juying Primary School,2020,2C(S),86,30,30,,0.348837209
Keming Primary School,2020,2C(S),0,0,0,,
Kheng Cheng School,2020,2C(S),0,0,0,,
Kong Hwa School,2020,2C(S),0,0,0,,
Kranji Primary School,2020,2C(S),157,22,22,,0.140127389
Kuo Chuan Presbyterian Primary School,2020,2C(S),0,0,0,,
Lakeside Primary School,2020,2C(S),0,0,0,,
Lianhua Primary School,2020,2C(S),154,71,71,,0.461038961
Maha Bodhi School,2020,2C(S),0,0,0,,
Maris Stella High School,2020,2C(S),0,0,0,,
Marsiling Primary School,2020,2C(S),72,3,3,,0.041666667
Marymount Convent School,2020,2C(S),111,155,111,SC>2,1.396396396
Mayflower Primary School,2020,2C(S),102,41,41,,0.401960784
Mee Toh School,2020,2C(S),0,0,0,,
Meridian Primary School,2020,2C(S),148,12,12,,0.081081081
Methodist Girls' School (Primary),2020,2C(S),0,0,0,,
Montfort Junior School,2020,2C(S),23,37,23,SC1-2,1.608695652
Nan Chiau Primary School,2020,2C(S),0,0,0,,
Nan Hua Primary School,2020,2C(S),0,0,0,,
Nanyang Primary School,2020,2C(S),0,0,0,,
Naval Base Primary School,2020,2C(S),45,73,45,SC<1,1.622222222
New Town Primary School,2020,2C(S),194,62,62,,0.319587629
Ngee Ann Primary School,2020,2C(S),0,0,0,,
North Spring Primary School,2020,2C(S),90,41,41,,0.455555556
North View Primary School,2020,2C(S),15,34,15,SC<1,2.266666667
North Vista Primary School,2020,2C(S),55,46,46,,0.836363636
Northland Primary School,2020,2C(S),0,0,0,,
Northoaks Primary School,2020,2C(S),173,22,22,,0.12716763
Oasis Primary School,2020,2C(S),0,0,0,,
Opera Estate Primary School,2020,2C(S),9,11,9,SC>2,1.222222222
Palm View Primary School,2020,2C(S),62,79,62,SC1-2,1.274193548
Park View Primary School,2020,2C(S),32,35,32,SC#,1.09375
Pasir Ris Primary School,2020,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2020,2C(S),0,0,0,,
Pei Chun Public School,2020,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2020,2C(S),0,0,0,,
Pei Tong Primary School,2020,2C(S),118,78,78,,0.661016949
Peiying Primary School,2020,2C(S),49,45,45,,0.918367347
Pioneer Primary School,2020,2C(S),74,35,35,PR1-2,0.472972973
Poi Ching School,2020,2C(S),0,0,0,,
Princess Elizabeth Primary School,2020,2C(S),0,0,0,,
Punggol Cove Primary School,2020,2C(S),10,22,10,SC1-2,2.2
Punggol Green Primary School,2020,2C(S),0,0,0,,
Punggol Primary School,2020,2C(S),0,0,0,,
Punggol View Primary School,2020,2C(S),0,0,0,,
Qifa Primary School,2020,2C(S),0,0,0,,
Qihua Primary School,2020,2C(S),65,25,25,,0.384615385
Queenstown Primary School,2020,2C(S),0,0,0,,
Radin Mas Primary School,2020,2C(S),0,0,0,,
Raffles Girls' Primary School,2020,2C(S),0,0,0,,
Red Swastika School,2020,2C(S),0,0,0,,
River Valley Primary School,2020,2C(S),0,0,0,,
Riverside Primary School,2020,2C(S),0,0,0,,
Rivervale Primary School,2020,2C(S),0,0,0,,
Rosyth School,2020,2C(S),0,0,0,,
Rulang Primary School,2020,2C(S),0,0,0,,
Sembawang Primary School,2020,2C(S),0,0,0,,
Seng Kang Primary School,2020,2C(S),114,56,56,,0.49122807
Sengkang Green Primary School,2020,2C(S),0,0,0,,
Shuqun Primary School,2020,2C(S),0,0,0,,
Si Ling Primary School,2020,2C(S),120,13,13,,0.108333333
Singapore Chinese Girls' Primary School,2020,2C(S),0,0,0,,
South View Primary School,2020,2C(S),0,0,0,,
Springdale Primary School,2020,2C(S),0,0,0,,
St. Andrew's Junior School,2020,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2020,2C(S),129,51,51,,0.395348837
St. Anthony's Primary School,2020,2C(S),0,0,0,,
St. Gabriel's Primary School,2020,2C(S),0,0,0,,
St. Hilda's Primary School,2020,2C(S),0,0,0,,
St. Joseph's Institution Junior,2020,2C(S),0,0,0,,
St. Margaret's Primary School,2020,2C(S),0,0,0,,
St. Stephen's School,2020,2C(S),81,90,81,SC>2,1.111111111
Stamford Primary School,2020,2C(S),92,9,9,,0.097826087
Tampines North Primary School,2020,2C(S),66,95,66,SC1-2,1.439393939
Tampines Primary School,2020,2C(S),0,0,0,,
Tanjong Katong Primary School,2020,2C(S),0,0,0,,
Tao Nan School,2020,2C(S),0,0,0,,
Teck Ghee Primary School,2020,2C(S),0,0,0,,
Teck Whye Primary School,2020,2C(S),161,73,73,,0.453416149
Telok Kurau Primary School,2020,2C(S),121,39,39,,0.32231405
Temasek Primary School,2020,2C(S),0,0,0,,
Townsville Primary School,2020,2C(S),133,52,52,,0.390977444
Unity Primary School,2020,2C(S),76,19,19,,0.25
Waterway Primary School,2020,2C(S),0,0,0,,
Wellington Primary School,2020,2C(S),0,0,0,,
West Grove Primary School,2020,2C(S),0,0,0,,
West Spring Primary School,2020,2C(S),0,0,0,,
West View Primary School,2020,2C(S),99,28,28,,0.282828283
Westwood Primary School,2020,2C(S),0,0,0,,
White Sands Primary School,2020,2C(S),0,0,0,,
Woodgrove Primary School,2020,2C(S),0,0,0,,
Woodlands Primary School,2020,2C(S),0,0,0,,
Woodlands Ring Primary School,2020,2C(S),50,41,41,,0.82
Xinghua Primary School,2020,2C(S),174,31,31,,0.17816092
Xingnan Primary School,2020,2C(S),47,50,47,SC>2,1.063829787
Xinmin Primary School,2020,2C(S),0,0,0,,
Xishan Primary School,2020,2C(S),50,64,50,SC1-2,1.28
Yangzheng Primary School,2020,2C(S),0,0,0,,
Yew Tee Primary School,2020,2C(S),95,45,45,,0.473684211
Yio Chu Kang Primary School,2020,2C(S),144,84,84,,0.583333333
Yishun Primary School,2020,2C(S),54,43,43,,0.796296296
Yu Neng Primary School,2020,2C(S),0,0,0,,
Yuhua Primary School,2020,2C(S),131,62,62,,0.473282443
Yumin Primary School,2020,2C(S),54,64,54,SC>2,1.185185185
Zhangde Primary School,2020,2C(S),0,0,0,,
Zhenghua Primary School,2020,2C(S),21,23,21,SC>2,1.095238095
Zhonghua Primary School,2020,2C(S),133,38,38,,0.285714286
Valour Primary School,2020,2C(S),60,98,60,SC<1,1.633333333
Northshore Primary School,2020,2C(S),164,36,36,,0.219512195
Admiralty Primary School,2021,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2021,2C(S),138,12,12,,0.086956522
Ai Tong School,2021,2C(S),0,0,0,,
Alexandra Primary School,2021,2C(S),0,0,0,,
Anchor Green Primary School,2021,2C(S),47,77,47,SC<1,1.638297872
Anderson Primary School,2021,2C(S),0,0,0,,
Ang Mo Kio Primary School,2021,2C(S),131,30,30,,0.229007634
Anglo-Chinese School (Junior),2021,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2021,2C(S),0,0,0,,
Angsana Primary School,2021,2C(S),116,68,68,,0.586206897
Beacon Primary School,2021,2C(S),109,21,21,,0.19266055
Bedok Green Primary School,2021,2C(S),170,64,64,,0.376470588
Bendemeer Primary School,2021,2C(S),123,64,64,,0.520325203
Blangah Rise Primary School,2021,2C(S),111,9,9,,0.081081081
Boon Lay Garden Primary School,2021,2C(S),134,54,54,,0.402985075
Bukit Panjang Primary School,2021,2C(S),0,0,0,,
Bukit Timah Primary School,2021,2C(S),61,88,61,SC>2,1.442622951
Bukit View Primary School,2021,2C(S),129,92,92,,0.713178295
Canberra Primary School,2021,2C(S),0,0,0,,
Canossa Catholic Primary School,2021,2C(S),33,53,33,SC1-2,1.606060606
Cantonment Primary School,2021,2C(S),113,30,30,,0.265486726
Casuarina Primary School,2021,2C(S),33,37,33,PR<1,1.121212121
Catholic High School (Primary),2021,2C(S),0,0,0,,
Cedar Primary School,2021,2C(S),121,48,48,,0.396694215
Changkat Primary School,2021,2C(S),94,15,15,,0.159574468
CHIJ (Katong) Primary,2021,2C(S),13,21,13,SC>2,1.615384615
CHIJ (Kellock),2021,2C(S),38,28,28,,0.736842105
CHIJ Our Lady of Good Counsel,2021,2C(S),11,19,11,SC1-2,1.727272727
CHIJ Our Lady of the Nativity,2021,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2021,2C(S),31,27,27,,0.870967742
CHIJ Primary (Toa Payoh),2021,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2021,2C(S),0,0,0,,
Chongfu School,2021,2C(S),0,0,0,,
Chongzheng Primary School,2021,2C(S),0,0,0,,
Chua Chu Kang Primary School,2021,2C(S),0,0,0,,
Clementi Primary School,2021,2C(S),60,90,60,SC<1#,1.5
Compassvale Primary School,2021,2C(S),0,0,0,,
Concord Primary School,2021,2C(S),5,47,5,SC<1,9.4
Corporation Primary School,2021,2C(S),148,41,41,,0.277027027
Damai Primary School,2021,2C(S),159,16,16,,0.100628931
Dazhong Primary School,2021,2C(S),16,69,16,SC<1,4.3125
De La Salle School,2021,2C(S),2,7,2,SC<2#,3.5
East Spring Primary School,2021,2C(S),73,34,34,,0.465753425
Edgefield Primary School,2021,2C(S),54,64,54,SC<1,1.185185185
Elias Park Primary School,2021,2C(S),0,0,0,,
Endeavour Primary School,2021,2C(S),86,65,65,,0.755813953
Evergreen Primary School,2021,2C(S),40,37,37,,0.925
Fairfield Methodist School (Primary),2021,2C(S),0,0,0,,
Farrer Park Primary School,2021,2C(S),126,49,49,,0.388888889
Fengshan Primary School,2021,2C(S),0,0,0,,
Fern Green Primary School,2021,2C(S),0,0,0,,
Fernvale Primary School,2021,2C(S),69,62,62,,0.898550725
First Toa Payoh Primary School,2021,2C(S),164,46,46,,0.280487805
Frontier Primary School,2021,2C(S),0,0,0,,
Fuchun Primary School,2021,2C(S),74,9,9,,0.121621622
Fuhua Primary School,2021,2C(S),50,62,50,SC>2,1.24
Gan Eng Seng Primary School,2021,2C(S),141,18,18,,0.127659574
Geylang Methodist School (Primary),2021,2C(S),0,0,0,,
Gongshang Primary School,2021,2C(S),0,0,0,,
Greendale Primary School,2021,2C(S),189,115,115,,0.608465608
Greenridge Primary School,2021,2C(S),99,26,26,,0.262626263
Greenwood Primary School,2021,2C(S),46,49,46,PR<1,1.065217391
Haig Girls' School,2021,2C(S),0,0,0,,
Henry Park Primary School,2021,2C(S),0,0,0,,
Holy Innocents' Primary School,2021,2C(S),0,0,0,,
Hong Wen School,2021,2C(S),0,0,0,,
Horizon Primary School,2021,2C(S),0,0,0,,
Hougang Primary School,2021,2C(S),0,0,0,,
Huamin Primary School,2021,2C(S),0,0,0,,
Innova Primary School,2021,2C(S),0,0,0,,
Jiemin Primary School,2021,2C(S),55,23,23,,0.418181818
Jing Shan Primary School,2021,2C(S),5,5,5,,1
Junyuan Primary School,2021,2C(S),14,39,14,SC<1,2.785714286
Jurong Primary School,2021,2C(S),6,20,6,SC<1,3.333333333
Jurong West Primary School,2021,2C(S),0,0,0,,
Keming Primary School,2021,2C(S),0,0,0,,
Kheng Cheng School,2021,2C(S),0,0,0,,
Kong Hwa School,2021,2C(S),0,0,0,,
Kranji Primary School,2021,2C(S),112,10,10,,0.089285714
Kuo Chuan Presbyterian Primary School,2021,2C(S),0,0,0,,
Lakeside Primary School,2021,2C(S),0,0,0,,
Lianhua Primary School,2021,2C(S),135,42,42,,0.311111111
Maha Bodhi School,2021,2C(S),0,0,0,,
Maris Stella High School,2021,2C(S),0,0,0,,
Marsiling Primary School,2021,2C(S),56,12,12,,0.214285714
Marymount Convent School,2021,2C(S),74,92,74,SC>2,1.243243243
Mayflower Primary School,2021,2C(S),98,53,53,,0.540816327
Mee Toh School,2021,2C(S),0,0,0,,
Meridian Primary School,2021,2C(S),129,5,5,,0.03875969
Methodist Girls' School (Primary),2021,2C(S),0,0,0,,
Montfort Junior School,2021,2C(S),94,50,50,,0.531914894
Nan Chiau Primary School,2021,2C(S),0,0,0,,
Nan Hua Primary School,2021,2C(S),0,0,0,,
Nanyang Primary School,2021,2C(S),0,0,0,,
Naval Base Primary School,2021,2C(S),0,0,0,,
New Town Primary School,2021,2C(S),201,31,31,,0.154228856
Ngee Ann Primary School,2021,2C(S),0,0,0,,
North Spring Primary School,2021,2C(S),112,38,38,,0.339285714
North View Primary School,2021,2C(S),43,87,43,SC<1,2.023255814
North Vista Primary School,2021,2C(S),81,47,47,,0.580246914
Northland Primary School,2021,2C(S),0,0,0,,
Northoaks Primary School,2021,2C(S),123,17,17,,0.138211382
